Date;Open;High;Low;Close;Volume;Ticker;Industry;Time
31/01/2025 00:00;99.09999847;100.0599976;98.58000183;98.81999969;11421600;MRK;Healthcare;Pre Quarter
03/02/2025 00:00;98.12999725;100.1500015;98;99.79000092;13363900;MRK;Healthcare;Pos Quarter
04/02/2025 00:00;89;91.23000336;87.33000183;90.73999786;50837600;MRK;Healthcare;Pos Quarter
05/02/2025 00:00;90.38999939;90.73999786;88;89.66999817;21670600;MRK;Healthcare;Pos Quarter
06/02/2025 00:00;89.41000366;89.56999969;87.83999634;88.05000305;19509700;MRK;Healthcare;Pos Quarter
07/02/2025 00:00;87.51999664;88.59999847;87.12000275;87.27999878;15815000;MRK;Healthcare;Pos Quarter
10/02/2025 00:00;87.19999695;87.98000336;86.26999664;86.40000153;21212100;MRK;Healthcare;Pos Quarter
11/02/2025 00:00;86.05999756;86.98999786;85.73000336;86.54000092;20922300;MRK;Healthcare;Pos Quarter
12/02/2025 00:00;86.06999969;86.66999817;85.61000061;85.66999817;14785300;MRK;Healthcare;0
13/02/2025 00:00;85.58999634;85.69999695;84.30999756;84.41999817;20415100;MRK;Healthcare;0
14/02/2025 00:00;84.41999817;84.77999878;82.08999634;83.01000214;26779000;MRK;Healthcare;0
18/02/2025 00:00;81.12999725;83.58999634;81.04000092;83.29000092;25894000;MRK;Healthcare;0
19/02/2025 00:00;83.23999786;84.73000336;82.84999847;84.33999634;5111703;MRK;Healthcare;0
21/01/2025 00:00;111.0566333;111.185478;110.1447837;110.4817734;20416300;XOM;Energy;0
22/01/2025 00:00;110.2141605;110.580883;108.4301228;108.5589676;15718000;XOM;Energy;0
23/01/2025 00:00;109.3320548;110.1546983;108.6382636;109.1734772;13726800;XOM;Energy;Pre Quarter
24/01/2025 00:00;109.2626727;109.7285071;107.4489021;107.6966858;14235900;XOM;Energy;Pre Quarter
27/01/2025 00:00;108.0435861;109.4708148;107.4290799;109.1932983;15926700;XOM;Energy;Pre Quarter
28/01/2025 00:00;109.4311756;109.8870966;106.8344002;107.0821838;15862000;XOM;Energy;Pre Quarter
29/01/2025 00:00;106.7551081;107.8156218;106.5172379;107.7065964;12345500;XOM;Energy;Pre Quarter
30/01/2025 00:00;108.2715413;108.876134;107.7363277;108.5986176;14346300;XOM;Energy;Pre Quarter
31/01/2025 00:00;109.5699336;109.5699336;105.1593801;105.8829117;20381400;XOM;Energy;Pre Quarter
03/02/2025 00:00;105.6945946;106.348747;104.3862972;106.1406021;14623200;XOM;Energy;Pos Quarter
04/02/2025 00:00;105.7639733;109.3023236;105.5855688;108.9851608;14835700;XOM;Energy;Pos Quarter
05/02/2025 00:00;108.7671103;109.0347209;108.1327847;108.9058685;13364400;XOM;Energy;Pos Quarter
06/02/2025 00:00;109.7879707;110.0654947;107.0326179;107.4687195;13411400;XOM;Energy;Pos Quarter
07/02/2025 00:00;107.8156191;108.7572015;107.3596981;107.9246445;10051600;XOM;Energy;Pos Quarter
10/02/2025 00:00;109.0347178;110.0456717;108.9058654;109.9862061;12142200;XOM;Energy;Pos Quarter
11/02/2025 00:00;110.6106212;111.5125573;109.8375374;110.6800003;12713100;XOM;Energy;Pos Quarter
12/02/2025 00:00;110.0500031;110.2300034;107.1800003;107.3499985;18244100;XOM;Energy;0
13/02/2025 00:00;107.1500015;108.4100037;106.5199966;108.1299973;15460000;XOM;Energy;0
14/02/2025 00:00;108.5199966;110.2300034;108.0999985;108.2399979;15733500;XOM;Energy;0
18/02/2025 00:00;108.6299973;110.9899979;108.3199997;110.1399994;20059500;XOM;Energy;0
19/02/2025 00:00;110.7549973;112.1200027;110.5800018;111.1999969;3466751;XOM;Energy;0
21/01/2025 00:00;159.3821858;159.6294433;155.7623473;156.5041199;10131400;CVX;Energy;0
22/01/2025 00:00;155.9502406;156.701913;154.5557198;154.6941833;7232200;CVX;Energy;0
23/01/2025 00:00;155.9008076;156.2074045;153.9128476;154.2985687;5979800;CVX;Energy;Pre Quarter
24/01/2025 00:00;154.7436472;155.7425621;153.566699;153.9425201;8003800;CVX;Energy;Pre Quarter
27/01/2025 00:00;154.615067;156.1579514;153.8139551;155.505188;7141000;CVX;Energy;Pre Quarter
28/01/2025 00:00;155.9799287;157.1766465;153.4776689;154.4963837;6425400;CVX;Energy;Pre Quarter
29/01/2025 00:00;154.0117559;154.8623223;153.1117349;153.9820862;5630600;CVX;Energy;Pre Quarter
30/01/2025 00:00;154.8425364;155.7227725;153.8139518;154.6051788;6931900;CVX;Energy;Pre Quarter
31/01/2025 00:00;152.0732498;152.6765587;147.0193058;147.5533905;16731600;CVX;Energy;Pre Quarter
03/02/2025 00:00;147.3654699;149.2050663;146.1786369;147.7017365;7605000;CVX;Energy;Pos Quarter
04/02/2025 00:00;147.0885494;151.7073179;147.0885494;151.5391846;8458100;CVX;Energy;Pos Quarter
05/02/2025 00:00;151.3117065;152.1128184;150.6193735;151.3117065;6533700;CVX;Energy;Pos Quarter
06/02/2025 00:00;152.5282148;153.5567994;149.4028762;150.2336578;6420500;CVX;Energy;Pos Quarter
07/02/2025 00:00;150.8072914;152.1227031;150.253437;150.945755;4724900;CVX;Energy;Pos Quarter
10/02/2025 00:00;152.5974278;154.0908727;152.3699551;154.061203;5653800;CVX;Energy;Pos Quarter
11/02/2025 00:00;154.6348515;156.968963;154.4073637;155.7128906;6011800;CVX;Energy;Pos Quarter
12/02/2025 00:00;155.0304562;155.742559;152.874378;153.2007446;6693500;CVX;Energy;0
13/02/2025 00:00;153.0820592;154.7040677;151.6380838;154.1699982;7836400;CVX;Energy;0
14/02/2025 00:00;155.0800018;157.4499969;154.8800049;155.3399963;5828800;CVX;Energy;0
18/02/2025 00:00;155.3399963;157.3099976;154.7799988;156.1600037;5978700;CVX;Energy;0
19/02/2025 00:00;156.5200043;157.8300018;156;157.7698975;1424752;CVX;Energy;0
21/01/2025 00:00;66.23845868;66.33740193;65.8625;66.0603714;4715386;SHEL;Energy;0
22/01/2025 00:00;66.12963274;66.12963274;65.23920382;65.2490921;4912864;SHEL;Energy;0
23/01/2025 00:00;65.99112159;66.1939447;65.67452279;65.95155334;3588463;SHEL;Energy;Pre Quarter
24/01/2025 00:00;65.6745218;65.74872925;64.62578972;64.69504547;4915895;SHEL;Energy;Pre Quarter
27/01/2025 00:00;64.60600367;64.6851477;63.98269439;64.4477005;4245483;SHEL;Energy;Pre Quarter
28/01/2025 00:00;64.45759568;64.60600301;63.52758346;63.89365387;3776182;SHEL;Energy;Pre Quarter
29/01/2025 00:00;63.75513933;64.27455364;63.70566771;64.09152222;4246173;SHEL;Energy;Pre Quarter
30/01/2025 00:00;65.32824454;66.23846515;65.24909296;65.94165802;6257910;SHEL;Energy;Pre Quarter
31/01/2025 00:00;66.35718934;66.40170927;64.9918585;65.15015411;5424691;SHEL;Energy;Pre Quarter
03/02/2025 00:00;64.60600205;65.0710006;64.23993165;64.47737885;4841684;SHEL;Energy;Pos Quarter
04/02/2025 00:00;64.48727323;65.96638722;64.48727323;65.92185974;3579851;SHEL;Energy;Pos Quarter
05/02/2025 00:00;65.72399367;66.03069663;65.49643475;65.82292938;3264989;SHEL;Energy;Pos Quarter
06/02/2025 00:00;66.14942087;66.18899666;65.11552881;65.4568634;4125398;SHEL;Energy;Pos Quarter
07/02/2025 00:00;65.59537397;65.73388546;65.1105762;65.18972778;4075314;SHEL;Energy;Pos Quarter
10/02/2025 00:00;65.0413229;65.59537643;65.0413229;65.42717743;4059506;SHEL;Energy;Pos Quarter
11/02/2025 00:00;66.19889607;66.99533343;65.94165719;66.66389465;3529541;SHEL;Energy;Pos Quarter
12/02/2025 00:00;66.23845927;66.80240107;65.83776478;66.0504837;3067602;SHEL;Energy;0
13/02/2025 00:00;65.9218661;66.85682252;65.72399469;66.65400696;2978435;SHEL;Energy;0
14/02/2025 00:00;67.83999634;68.23999786;67.09999847;67.12999725;2934859;SHEL;Energy;0
18/02/2025 00:00;67.58999634;68.09500122;67.44999695;67.81999969;3332403;SHEL;Energy;0
19/02/2025 00:00;67.79000092;68.15499878;67.73999786;67.83450317;1199727;SHEL;Energy;0
21/01/2025 00:00;31.51000023;31.62999916;31.32999992;31.52000046;7301500;BP;Energy;0
22/01/2025 00:00;31.53000069;31.55999947;31.10000038;31.12999916;8494100;BP;Energy;0
23/01/2025 00:00;31.45999908;31.56999969;31.26000023;31.48999977;6586400;BP;Energy;Pre Quarter
24/01/2025 00:00;31.5;31.60000038;31.25;31.45000076;5748400;BP;Energy;Pre Quarter
27/01/2025 00:00;31.45000076;31.53000069;31.07999992;31.45000076;8021600;BP;Energy;Pre Quarter
28/01/2025 00:00;31.52000046;31.59000015;30.95999908;31.15999985;6388000;BP;Energy;Pre Quarter
29/01/2025 00:00;30.95000076;31.20000076;30.86000061;31.12999916;8065800;BP;Energy;Pre Quarter
30/01/2025 00:00;31.37999916;31.62999916;31.21999931;31.61000061;7928600;BP;Energy;Pre Quarter
31/01/2025 00:00;31.65999985;31.65999985;30.93000031;31.05999947;10680300;BP;Energy;Pre Quarter
03/02/2025 00:00;30.71999931;31.62999916;30.37000084;30.87000084;26919700;BP;Energy;Pos Quarter
04/02/2025 00:00;30.77000046;31.67000008;30.77000046;31.63999939;18006700;BP;Energy;Pos Quarter
05/02/2025 00:00;31.87999916;31.93000031;31.57999992;31.67000008;14842400;BP;Energy;Pos Quarter
06/02/2025 00:00;32.22000122;32.38000107;31.71999931;31.95999908;13970900;BP;Energy;Pos Quarter
07/02/2025 00:00;32.33000183;32.49000168;32.06999969;32.27000046;10042200;BP;Energy;Pos Quarter
10/02/2025 00:00;34.18999863;34.90999985;34.15000153;34.41999817;39130900;BP;Energy;Pos Quarter
11/02/2025 00:00;34.25;34.83000183;33.88999939;34.54999924;17244500;BP;Energy;Pos Quarter
12/02/2025 00:00;34.33000183;35.09000015;34.24000168;34.68000031;16537100;BP;Energy;0
13/02/2025 00:00;34.68000031;35.24000168;34.45000076;34.49000168;15284000;BP;Energy;0
14/02/2025 00:00;35.29999924;35.54999924;34.99000168;35;13148400;BP;Energy;0
18/02/2025 00:00;34.88999939;35.36000061;34.77000046;35.31000137;12304500;BP;Energy;0
19/02/2025 00:00;34.91999817;35.31990051;34.90999985;34.93000031;3202758;BP;Energy;0
21/01/2025 00:00;59.00999832;59.45999908;58.74000168;59.11000061;2480500;TTE;Energy;0
22/01/2025 00:00;58.77999878;58.79000092;58.08000183;58.11000061;1263600;TTE;Energy;0
23/01/2025 00:00;58.86999893;59.02000046;58.25;58.75;1871100;TTE;Energy;Pre Quarter
24/01/2025 00:00;58.99000168;59.06000137;58.45999908;58.72999954;1170500;TTE;Energy;Pre Quarter
27/01/2025 00:00;58.75999832;59.06999969;58.45999908;58.91999817;1609000;TTE;Energy;Pre Quarter
28/01/2025 00:00;58.54999924;58.81999969;57.95000076;58.13000107;1288800;TTE;Energy;Pre Quarter
29/01/2025 00:00;57.68999863;58.31000137;57.65999985;58.18000031;1050100;TTE;Energy;Pre Quarter
30/01/2025 00:00;58.45000076;58.93999863;58.18000031;58.72999954;1052100;TTE;Energy;Pre Quarter
31/01/2025 00:00;58.77000046;58.83000183;57.77000046;58.02999878;1430900;TTE;Energy;Pre Quarter
03/02/2025 00:00;57.27999878;57.91999817;57.02000046;57.56000137;1346900;TTE;Energy;Pos Quarter
04/02/2025 00:00;57.75999832;59.40000153;57.75999832;59.18999863;1712700;TTE;Energy;Pos Quarter
05/02/2025 00:00;60.36000061;60.68000031;60.11000061;60.31999969;1860700;TTE;Energy;Pos Quarter
06/02/2025 00:00;61.29000092;61.33000183;60.56999969;60.91999817;1555700;TTE;Energy;Pos Quarter
07/02/2025 00:00;61.09000015;61.25999832;60.63000107;60.77999878;1385000;TTE;Energy;Pos Quarter
10/02/2025 00:00;60.47000122;60.75;59.95000076;60.34999847;1329200;TTE;Energy;Pos Quarter
11/02/2025 00:00;60.84999847;61.15000153;60.56000137;61;2255000;TTE;Energy;Pos Quarter
12/02/2025 00:00;60.68000031;61.29000092;60.36000061;60.86000061;1561100;TTE;Energy;0
13/02/2025 00:00;60.79999924;61.31000137;60.59000015;61.06000137;1258300;TTE;Energy;0
14/02/2025 00:00;61.93999863;62.34999847;61.29000092;61.40999985;1030000;TTE;Energy;0
18/02/2025 00:00;61.45000076;62.20999908;61.34999847;61.81000137;1341700;TTE;Energy;0
19/02/2025 00:00;61.41999817;61.58000183;60.93999863;61.04639816;388388;TTE;Energy;0
21/01/2025 00:00;71.36000061;71.87999725;70.77999878;70.84999847;12153800;NEE;Energy;0
22/01/2025 00:00;70.55999756;70.56999969;68.33999634;68.48999786;14415200;NEE;Energy;0
23/01/2025 00:00;68.84999847;69.34999847;68.26999664;69.23000336;10780100;NEE;Energy;Pre Quarter
24/01/2025 00:00;68.09999847;74.05000305;68;72.83000183;24588500;NEE;Energy;Pre Quarter
27/01/2025 00:00;73.30000305;73.93000031;70.63999939;73.83000183;19128900;NEE;Energy;Pre Quarter
28/01/2025 00:00;72.33000183;72.87999725;69.91999817;70.54000092;16630500;NEE;Energy;Pre Quarter
29/01/2025 00:00;70.75;71.51999664;70.61000061;70.88999939;9496700;NEE;Energy;Pre Quarter
30/01/2025 00:00;71.98999786;72;70.79000092;71.30000305;8639200;NEE;Energy;Pre Quarter
31/01/2025 00:00;71.51000214;71.73000336;70.93000031;71.55999756;10709600;NEE;Energy;Pre Quarter
03/02/2025 00:00;70.5;71.79000092;70.19000244;71.05000305;9128300;NEE;Energy;Pos Quarter
04/02/2025 00:00;70.25;70.84999847;69.62000275;69.90000153;10574700;NEE;Energy;Pos Quarter
05/02/2025 00:00;70.75;70.79000092;69.13999939;69.19999695;9026100;NEE;Energy;Pos Quarter
06/02/2025 00:00;69.40000153;69.62000275;68.26000214;69.26999664;9145300;NEE;Energy;Pos Quarter
07/02/2025 00:00;69.13999939;69.38999939;68.19999695;68.26999664;9320400;NEE;Energy;Pos Quarter
10/02/2025 00:00;68.33999634;69.73999786;68.08999634;69.69999695;9121300;NEE;Energy;Pos Quarter
11/02/2025 00:00;69.41000366;70.37999725;68.70999908;70.33000183;7020100;NEE;Energy;Pos Quarter
12/02/2025 00:00;69.30999756;70.19000244;68.98000336;69.27999878;8574000;NEE;Energy;0
13/02/2025 00:00;69.41999817;69.66000366;68.55999756;68.59999847;15173000;NEE;Energy;0
14/02/2025 00:00;68.59999847;69.01999664;67.87999725;68.05999756;14184600;NEE;Energy;0
18/02/2025 00:00;68;68.55000305;67.52999878;68.5;12090300;NEE;Energy;0
19/02/2025 00:00;68.54000092;69.41999817;68.41000366;69.05000305;3889557;NEE;Energy;0
21/01/2025 00:00;38.86999893;39.58000183;38.79000092;39.02000046;25717600;VZ;Communication;0
22/01/2025 00:00;38.88999939;39.34000015;38.59000015;38.95000076;31488900;VZ;Communication;0
23/01/2025 00:00;39.24000168;39.40000153;39.08000183;39.18000031;25153500;VZ;Communication;Pre Quarter
24/01/2025 00:00;40.11000061;40.68000031;39.36999893;39.54000092;37123900;VZ;Communication;Pre Quarter
27/01/2025 00:00;40.15000153;40.81000137;40.04999924;40.63999939;35520300;VZ;Communication;Pre Quarter
28/01/2025 00:00;40.59999847;40.81000137;40.34999847;40.40000153;21031900;VZ;Communication;Pre Quarter
29/01/2025 00:00;40.81999969;40.88000107;40.04999924;40.27999878;24238100;VZ;Communication;Pre Quarter
30/01/2025 00:00;40.34999847;40.34999847;39.15999985;39.47000122;27913500;VZ;Communication;Pre Quarter
31/01/2025 00:00;39.56999969;39.93999863;39.27999878;39.38999939;45185400;VZ;Communication;Pre Quarter
03/02/2025 00:00;39.31000137;40.11999893;39.15000153;39.97999954;27967100;VZ;Communication;Pos Quarter
04/02/2025 00:00;39.77999878;39.88000107;39.59999847;39.81000137;19190200;VZ;Communication;Pos Quarter
05/02/2025 00:00;40.13000107;40.31000137;39.81000137;40.13000107;16830500;VZ;Communication;Pos Quarter
06/02/2025 00:00;40.22999954;40.29000092;39.66999817;39.93999863;15370600;VZ;Communication;Pos Quarter
07/02/2025 00:00;39.95999908;40.11000061;39.56999969;39.88000107;15754800;VZ;Communication;Pos Quarter
10/02/2025 00:00;40.02000046;40.13999939;39.81999969;39.95000076;16737500;VZ;Communication;Pos Quarter
11/02/2025 00:00;39.97999954;40.52000046;39.81999969;40.49000168;15182700;VZ;Communication;Pos Quarter
12/02/2025 00:00;40.49000168;40.59999847;40.15000153;40.52999878;14440300;VZ;Communication;0
13/02/2025 00:00;40.61000061;41.11000061;40.41999817;41.04000092;17056700;VZ;Communication;0
14/02/2025 00:00;41.13999939;41.29000092;40.93999863;40.99000168;12438200;VZ;Communication;0
18/02/2025 00:00;40.91999817;41.22000122;40.61000061;41.20000076;16347900;VZ;Communication;0
19/02/2025 00:00;41.34999847;41.72499847;41.28499985;41.68889999;5225653;VZ;Communication;0
21/01/2025 00:00;22.20999908;22.54000092;22.20999908;22.48999977;36777600;T;Communication;0
22/01/2025 00:00;22.37999916;22.47999954;22.02000046;22.31999969;31676400;T;Communication;0
23/01/2025 00:00;22.34000015;22.65999985;22.21999931;22.53000069;32125200;T;Communication;Pre Quarter
24/01/2025 00:00;22.54999924;22.79000092;22.54000092;22.71999931;44409200;T;Communication;Pre Quarter
27/01/2025 00:00;23.5;24.37000084;23.35000038;24.13999939;92445200;T;Communication;Pre Quarter
28/01/2025 00:00;24.05999947;24.57999992;23.92000008;24.39999962;55731400;T;Communication;Pre Quarter
29/01/2025 00:00;24.70999908;24.97999954;24.20000076;24.22999954;34420400;T;Communication;Pre Quarter
30/01/2025 00:00;24.17000008;24.22999954;23.78000069;24.02000046;45653000;T;Communication;Pre Quarter
31/01/2025 00:00;24.01000023;24.13999939;23.65999985;23.72999954;40347600;T;Communication;Pre Quarter
03/02/2025 00:00;23.69000053;24.43000031;23.67000008;24.25;59555800;T;Communication;Pos Quarter
04/02/2025 00:00;24.20999908;24.43000031;24.06999969;24.25;30540200;T;Communication;Pos Quarter
05/02/2025 00:00;24.45999908;24.57999992;24.28000069;24.46999931;29511700;T;Communication;Pos Quarter
06/02/2025 00:00;24.5;24.55999947;24.29999924;24.45000076;24522500;T;Communication;Pos Quarter
07/02/2025 00:00;24.45000076;24.72999954;24.25;24.54000092;26290100;T;Communication;Pos Quarter
10/02/2025 00:00;24.61000061;24.94000053;24.60000038;24.86000061;31913400;T;Communication;Pos Quarter
11/02/2025 00:00;24.89999962;25.18000031;24.79999924;25.14999962;35150300;T;Communication;Pos Quarter
12/02/2025 00:00;25.14999962;25.37999916;25.05999947;25.36000061;38970300;T;Communication;0
13/02/2025 00:00;25.46999931;25.73999977;25.36000061;25.62999916;35115100;T;Communication;0
14/02/2025 00:00;25.67000008;25.93000031;25.60000038;25.87000084;31687800;T;Communication;0
18/02/2025 00:00;25.70999908;26.18000031;25.70999908;26.06999969;52435500;T;Communication;0
19/02/2025 00:00;26.21999931;26.28000069;26.06999969;26.22500038;9679263;T;Communication;0
21/01/2025 00:00;8.520000458;8.600000381;8.5;8.550000191;8239700;VOD;Communication;0
22/01/2025 00:00;8.430000305;8.449999809;8.369999886;8.380000114;8137300;VOD;Communication;0
23/01/2025 00:00;8.369999886;8.460000038;8.359999657;8.399999619;5552800;VOD;Communication;Pre Quarter
24/01/2025 00:00;8.399999619;8.430000305;8.359999657;8.369999886;7117600;VOD;Communication;Pre Quarter
27/01/2025 00:00;8.539999962;8.579999924;8.470000267;8.569999695;9776100;VOD;Communication;Pre Quarter
28/01/2025 00:00;8.569999695;8.630000114;8.470000267;8.510000229;6660900;VOD;Communication;Pre Quarter
29/01/2025 00:00;8.520000458;8.640000343;8.510000229;8.550000191;9034400;VOD;Communication;Pre Quarter
30/01/2025 00:00;8.590000153;8.619999886;8.529999733;8.609999657;5938400;VOD;Communication;Pre Quarter
31/01/2025 00:00;8.56000042;8.609999657;8.520000458;8.539999962;8250000;VOD;Communication;Pre Quarter
03/02/2025 00:00;8.56000042;8.720000267;8.470000267;8.489999771;18115900;VOD;Communication;Pos Quarter
04/02/2025 00:00;8.090000153;8.220000267;8;8.199999809;31108400;VOD;Communication;Pos Quarter
05/02/2025 00:00;8.199999809;8.300000191;8.199999809;8.270000458;8599700;VOD;Communication;Pos Quarter
06/02/2025 00:00;8.399999619;8.470000267;8.380000114;8.43999958;9180700;VOD;Communication;Pos Quarter
07/02/2025 00:00;8.609999657;8.619999886;8.479999542;8.569999695;14225700;VOD;Communication;Pos Quarter
10/02/2025 00:00;8.619999886;8.630000114;8.56000042;8.569999695;8446000;VOD;Communication;Pos Quarter
11/02/2025 00:00;8.449999809;8.520000458;8.409999847;8.5;12394600;VOD;Communication;Pos Quarter
12/02/2025 00:00;8.609999657;8.659999847;8.579999924;8.590000153;8459800;VOD;Communication;0
13/02/2025 00:00;8.399999619;8.470000267;8.390000343;8.430000305;9856900;VOD;Communication;0
14/02/2025 00:00;8.399999619;8.449999809;8.359999657;8.359999657;9558800;VOD;Communication;0
18/02/2025 00:00;8.350000381;8.399999619;8.31000042;8.340000153;7339000;VOD;Communication;0
19/02/2025 00:00;8.25;8.279999733;8.239999771;8.255000114;3938941;VOD;Communication;0
21/01/2025 00:00;31.43000031;31.70000076;31.38999939;31.60000038;273200;DTEGY;Communication;0
22/01/2025 00:00;31.18000031;31.27000046;31.12000084;31.20000076;200200;DTEGY;Communication;0
23/01/2025 00:00;31.28000069;31.52000046;31.12000084;31.47999954;622600;DTEGY;Communication;Pre Quarter
24/01/2025 00:00;30.92000008;31.07999992;30.79999924;30.85000038;2232300;DTEGY;Communication;Pre Quarter
27/01/2025 00:00;31.35000038;31.46999931;31.26000023;31.43000031;335600;DTEGY;Communication;Pre Quarter
28/01/2025 00:00;31.87000084;32.13000107;31.81999969;32.09000015;303600;DTEGY;Communication;Pre Quarter
29/01/2025 00:00;32.88999939;33.68000031;32.88999939;33.34000015;399100;DTEGY;Communication;Pre Quarter
30/01/2025 00:00;33.58000183;33.72999954;33.45000076;33.63999939;191200;DTEGY;Communication;Pre Quarter
31/01/2025 00:00;33.56000137;33.81999969;33.49000168;33.49000168;526300;DTEGY;Communication;Pre Quarter
03/02/2025 00:00;33.31000137;33.63000107;33.20999908;33.5;269100;DTEGY;Communication;Pos Quarter
04/02/2025 00:00;33.47000122;33.61999893;33.36000061;33.61000061;127800;DTEGY;Communication;Pos Quarter
05/02/2025 00:00;33.93000031;34.24000168;33.91999817;34.13000107;267500;DTEGY;Communication;Pos Quarter
06/02/2025 00:00;33.95000076;34.34000015;33.93000031;34.29999924;171500;DTEGY;Communication;Pos Quarter
07/02/2025 00:00;34.34999847;34.34999847;33.93000031;33.97999954;380200;DTEGY;Communication;Pos Quarter
10/02/2025 00:00;34.47000122;34.56000137;34.36999893;34.56000137;227800;DTEGY;Communication;Pos Quarter
11/02/2025 00:00;34.77999878;35.31999969;34.75999832;35.31999969;289000;DTEGY;Communication;Pos Quarter
12/02/2025 00:00;35.20000076;35.74000168;35.09000015;35.52000046;137500;DTEGY;Communication;0
13/02/2025 00:00;34.77999878;35.15999985;34.70999908;35.13000107;225200;DTEGY;Communication;0
14/02/2025 00:00;35.18000031;35.43999863;35.18000031;35.36000061;215800;DTEGY;Communication;0
18/02/2025 00:00;35.93999863;36.18000031;35.86999893;36.08000183;3037100;DTEGY;Communication;0
19/02/2025 00:00;35.93999863;36.11999893;35.95000076;35.97000122;12851;DTEGY;Communication;0
21/01/2025 00:00;218.2400055;220.2799988;218.1300049;219.4900055;3700400;TMUS;Communication;0
22/01/2025 00:00;219.1900024;220.8600006;218.0800018;218.1799927;4124000;TMUS;Communication;0
23/01/2025 00:00;218.6600037;219.4100037;215.3699951;216.0399933;3628400;TMUS;Communication;Pre Quarter
24/01/2025 00:00;216.8500061;218.6000061;215.7400055;218.5700073;3118500;TMUS;Communication;Pre Quarter
27/01/2025 00:00;216.7899933;223.3300018;216.7899933;221.4299927;4153100;TMUS;Communication;Pre Quarter
28/01/2025 00:00;220.2100067;224.1600037;218.8000031;221.1399994;3975500;TMUS;Communication;Pre Quarter
29/01/2025 00:00;238;241.3999939;233.2299957;235.1499939;8859500;TMUS;Communication;Pre Quarter
30/01/2025 00:00;239.2100067;240.8399963;233.9700012;234.3699951;4205200;TMUS;Communication;Pre Quarter
31/01/2025 00:00;234.5;235.4799957;231;232.9700012;3337900;TMUS;Communication;Pre Quarter
03/02/2025 00:00;235.9400024;238.3500061;232.6000061;238.1000061;3720000;TMUS;Communication;Pos Quarter
04/02/2025 00:00;236.3099976;240.8399963;235.3899994;237.25;3285900;TMUS;Communication;Pos Quarter
05/02/2025 00:00;237.8500061;242.6999969;237.6399994;242.4299927;3130700;TMUS;Communication;Pos Quarter
06/02/2025 00:00;243.6100006;247.6000061;243.4199982;247.1699982;3272200;TMUS;Communication;Pos Quarter
07/02/2025 00:00;247.5;250.5;246.1000061;246.2400055;3434400;TMUS;Communication;Pos Quarter
10/02/2025 00:00;254.9299927;256.480011;251.25;255.8300018;4887600;TMUS;Communication;Pos Quarter
11/02/2025 00:00;255.1199951;259.4599915;253.3500061;258.7000122;2598200;TMUS;Communication;Pos Quarter
12/02/2025 00:00;256.3900146;259.5899963;255.1600037;255.2799988;3220000;TMUS;Communication;0
13/02/2025 00:00;255.0500031;266;255;265.0799866;3859900;TMUS;Communication;0
14/02/2025 00:00;266.6900024;271.4100037;264.3999939;270.8200073;4835300;TMUS;Communication;0
18/02/2025 00:00;270;270.75;262.5499878;263.2099915;3878200;TMUS;Communication;0
19/02/2025 00:00;262.7000122;264.25;261.6499939;262.125;861678;TMUS;Communication;0
